age,AMI_total_n,AMI_total_mean,AMI_total_SD,GDS_total_n,GDS_total_mean,GDS_total_SD,REY_copy_score_n,REY_copy_score_mean,REY_copy_score_SD,REY_copy_nMove_n,REY_copy_nMove_mean,REY_copy_nMove_SD,REY_recall_score_n,REY_recall_score_mean,REY_recall_score_SD,REY_recall_nMove_n,REY_recall_nMove_mean,REY_recall_nMove_SD,OIS_ImmediateObjectAccuracy_n,OIS_ImmediateObjectAccuracy_mean,OIS_ImmediateObjectAccuracy_SD,OIS_DelayedObjectAccuracy_n,OIS_DelayedObjectAccuracy_mean,OIS_DelayedObjectAccuracy_SD,OIS_ImmediateSemanticAccuracy_n,OIS_ImmediateSemanticAccuracy_mean,OIS_ImmediateSemanticAccuracy_SD,OIS_DelayedSemanticAccuracy_n,OIS_DelayedSemanticAccuracy_mean,OIS_DelayedSemanticAccuracy_SD,OIS_ImmediateLocationError_n,OIS_ImmediateLocationError_mean,OIS_ImmediateLocationError_SD,OIS_DelayedLocationError_n,OIS_DelayedLocationError_mean,OIS_DelayedLocationError_SD,OMT_ProportionCorrect_n,OMT_ProportionCorrect_mean,OMT_ProportionCorrect_SD,OMT_AbsoluteError_n,OMT_AbsoluteError_mean,OMT_AbsoluteError_SD,OMT_TargetDetection_n,OMT_TargetDetection_mean,OMT_TargetDetection_SD,OMT_Misbinding_n,OMT_Misbinding_mean,OMT_Misbinding_SD,OMT_Guessing_n,OMT_Guessing_mean,OMT_Guessing_SD,OMT_Imprecision_n,OMT_Imprecision_mean,OMT_Imprecision_SD,OMT_IdentificationTime_n,OMT_IdentificationTime_mean,OMT_IdentificationTime_SD,OMT_LocalisationTime_n,OMT_LocalisationTime_mean,OMT_LocalisationTime_SD,DSST_nCorrectResponse_n,DSST_nCorrectResponse_mean,DSST_nCorrectResponse_SD,TMT_A_n,TMT_A_mean,TMT_A_SD,TMT_B_n,TMT_B_mean,TMT_B_SD,CORSI_mean_n,CORSI_mean_mean,CORSI_mean_SD
46,24,1.75694444444444,0.334864638854778,25,5.72,1.51437555888007,28,92.1679346750318,1.3263834282269,29,17.8620689655172,4.74133900565046,28,89.5615315377168,4.03200797159555,28,16.25,3.57589667594535,24,98.75,2.21162934232346,25,83.6941176470588,12.2718745213431,25,100,NaN,25,89.4941176470588,10.6596583450078,24,0.718560151556773,0.224370708456306,24,1.24976192807463,0.673609060776624,19,0.91959174251418,0.0431372917848697,19,127.701391516158,30.4818611516876,19,0.731499612847909,0.0897932881904742,19,0.283538005540166,0.0725483541851233,19,0.134755830365387,0.0549568733213021,20,84.7809775326508,24.0746824184163,18,1.82807469131195,0.252300610254043,19,2.16000047773215,0.58557957806505,16,50,11.1295402720268,24,19.8893013888889,4.50982465647208,24,28.4875236111111,7.0990172856719,18,4.50330819488073,1.71473043831527
47,18,1.68827160493827,0.384965686579285,17,5.82352941176471,1.62923655885383,20,92.1338838676079,1.67169353206997,20,18.2,4.86231480502424,20,88.8566184970424,5.63502182422106,20,16.65,3.6458339598997,18,98.6111111111111,2.30444299481238,19,82.7554179566563,12.4972932580053,19,100,NaN,19,88.5448916408669,10.9753462163841,19,0.783294965044029,0.257838444743814,18,1.47480122600612,0.896590967251993,12,0.941666666666667,0.0333784216168395,11,139.336038299944,29.7423050714198,12,0.725803899331663,0.12131450459697,12,0.265358421052632,0.0863893570177663,11,0.12637632034632,0.0648021705515654,12,98.5941753369553,18.4307229351295,12,1.96225676613409,0.25373207703165,12,2.16906503342455,0.513400199419022,9,48.2222222222222,12.5077753595291,17,21.1350392156863,5.1052130488958,17,29.7552862745098,7.29334311045447,12,6.12651077862775,4.28375461468896
48,18,1.6820987654321,0.401886236895211,18,6.16666666666667,1.94784949291746,21,90.2136418439915,3.83633109678726,21,18.0952380952381,5.30004492343944,21,85.0219242702603,9.89199331059961,21,15.5714285714286,3.39957980596762,19,98.4210526315789,2.91196362678909,20,79.8676470588235,12.418547220227,20,100,NaN,20,86.8676470588235,11.3259014040909,20,0.781811433553204,0.249899482086637,20,1.71067949883919,0.969320231703986,14,0.919257966344433,0.0234598665451488,15,129.549241196798,30.2477424228477,15,0.739109187134503,0.0995170688553194,16,0.277600098684211,0.0790779702555084,15,0.126250058479532,0.0659531075749596,15,93.97328176027,20.2641385580439,16,1.76305541105752,0.424343187683066,16,2.2181198011957,0.610614673588976,11,48.8181818181818,10.2646790677369,19,21.0822333333333,5.2681170159698,19,28.4693298245614,7.42754231253884,13,4.83514079522364,1.86570598136522
49,18,1.77469135802469,0.427992994933063,19,6.52631578947368,2.50263019536184,26,90.4117018739434,2.70323018952633,26,17.8461538461538,5.46034656550155,25,86.2544807958023,7.01322492581559,26,15.9615384615385,4.52973084613882,23,97.8146453089245,3.32249908086312,24,73.6177760577915,14.9531154903189,23,100,NaN,23,83.1457800511509,11.5363652168911,23,0.824984561465988,0.294068705447081,23,2.10808887737045,1.02975138842602,21,0.91546425587779,0.0313330047817203,22,120.015783136294,30.6809767118131,22,0.748722539302802,0.105771470322105,22,0.260277942583732,0.0891922235492959,23,0.115871598561621,0.0682741088055488,22,81.4435087920249,21.9474594280742,22,1.82384033396224,0.458679678345808,22,2.36477269425932,0.726559545296609,17,48.0588235294118,9.74339897209448,23,21.4340202898551,5.18978439828484,22,27.859796969697,6.48344125256334,14,4.71481948360624,1.25368713429591
50,23,1.65942028985507,0.506219551695807,23,6.30434782608696,2.49426219021132,30,89.9136766840782,3.18097908491683,30,18.4666666666667,5.78185827026842,30,84.3521667517598,8.64010466071596,29,16.0344827586207,4.60963864884292,26,96.912955465587,4.7113687528414,26,74.6653965229817,14.8258286332185,26,99.8076923076923,0.98058067569092,26,83.3597285067873,13.0951199544832,26,0.884341639340891,0.385697792861478,26,2.1911217268259,1.16121529598819,23,0.920870110057753,0.0410717421056283,21,116.994527291599,27.8842599271191,23,0.759353085975809,0.116347459959068,23,0.260004027459954,0.092443838330461,23,0.114861856815953,0.0665746543591536,22,81.7221016816098,22.4479253870447,23,1.86471374756897,0.482032794670416,23,2.39185230329794,0.726800998308485,19,45.8947368421053,11.5945137258107,25,22.1321933333333,5.8703696578271,24,29.8671166666667,9.51457141278499,16,5.02339705326353,1.63604669569181
51,27,1.58436213991358,0.492433336869132,27,6.33333333333333,2.55704155978379,37,89.6765800068246,3.16400699425199,38,20.1578947368421,9.51961365270294,37,84.0281210440125,7.96539381819649,38,17.2105263157895,5.74295288363165,34,96.9504643962848,4.43203127583684,34,73.0456403407596,16.9309635650514,34,99.8529411764706,0.857492925712544,34,82.3301260648738,14.6644403064333,34,0.89068751451139,0.379227178714331,33,2.30702771547753,1.31242926853821,31,0.924100574015685,0.0398307850087056,30,114.036647400056,36.4273663699477,31,0.771220263562131,0.112329687654043,31,0.248482495755518,0.0938380512043561,31,0.107667198237529,0.06420557263183,30,77.9260628902907,22.4793642593062,31,1.79241142799965,0.455502624843314,31,2.33459136955291,0.756907506183427,23,47.9565217391304,9.22682975630192,29,20.9066,4.68823019926175,28,28.6761059523809,8.5893787575363,21,4.58912310722902,1.45969107971814
52,32,1.52256944444097,0.446870478789751,32,6.09375,2.51908041337157,40,90.1021438033335,3.21000625758992,41,19.5609756097561,8.95558144535519,40,83.8653169702534,8.3882472688578,41,18.5365853658537,6.53872143838384,39,96.6683535762483,4.61140486731129,39,71.9585741144446,17.0795298463694,39,99.8717948717949,0.800640769025436,39,81.4802559488794,14.4389256384923,39,0.901451965056013,0.366775483789674,38,2.30436380084322,1.28678630957994,34,0.92797250479139,0.0423473453119501,33,113.32199810308,43.3601473585639,33,0.782063581681476,0.116310931004276,33,0.253061116427432,0.0969236668731343,33,0.100781466165414,0.0647202187436498,33,77.2957604716382,27.2464207349416,34,1.85185100299663,0.563362614493165,34,2.42671717952971,0.928993286544044,25,47.24,10.4931723833485,33,20.9834313131313,4.66674977683389,31,28.2285982526882,5.84354835555626,25,4.72579190792605,1.60388527783352
53,36,1.46707818930247,0.424811311558054,37,6.07207207207207,2.477223574213,44,90.2034741361667,3.16461454194855,44,18.5,6.70473626417125,42,84.978556193455,7.06548395715704,45,18.0888888888889,6.33110008472685,42,96.1920426065163,4.63797756777961,41,72.1069363527643,17.0679458259521,42,99.6428571428571,1.30330590107503,41,81.7739020001536,14.580618201323,42,0.918940728600712,0.377369738892468,41,2.23762786752807,1.25626746475515,38,0.923019720353516,0.0411311210733819,36,117.629711449483,43.9201830670653,36,0.771273078529658,0.115851793791847,37,0.264140170697013,0.0994949849172562,36,0.107934194862155,0.0649916368088506,36,79.1406127785786,28.1529478258671,37,1.81879820100465,0.538243696832871,37,2.39372217371147,0.904256057670726,29,46.8620689655172,10.0631014032562,36,21.1735527777778,4.4512448856427,34,29.9972787990196,7.21076042603841,30,4.94533507061436,1.82671083093958
54,40,1.40925925926111,0.396087225522852,38,5.51754385964912,1.88354239200205,44,91.3519865934229,2.13851221170312,45,18.8666666666667,6.56644362026979,44,84.8750503874209,6.91617501732977,45,18.1111111111111,6.07237493685439,44,96.8196770334928,3.72274888619634,43,71.776381173566,16.9726037007758,44,99.7727272727273,1.05353527470743,43,81.691394930379,14.0236007051804,45,0.878545863727232,0.337857682316697,44,2.2512325041747,1.29614204572727,35,0.925184389545292,0.0417715598669685,33,122.485555861301,50.9945502197406,33,0.771547663476874,0.119327971449809,34,0.259103931888545,0.103504101083047,33,0.111279250398724,0.0668248694381437,33,81.7034326732613,31.2187642048195,34,1.97693659428255,0.562417347631268,34,2.45080264611301,0.913949468622843,27,45.2592592592593,10.3500003440825,39,21.6677735042735,4.27507211540132,37,31.006453490991,7.89368056230734,34,5.15727379564621,2.16078111984502
55,38,1.34307992202924,0.33432554037002,37,5.12612612612613,1.5443072508037,38,91.4994345960012,1.95219505504165,41,18.9024390243902,6.54906435320642,40,84.7059000979743,6.7672412608533,40,17.75,5.35771669698279,40,96.7582236842105,3.64410853592864,39,74.7925822116105,17.3657164510437,40,99.75,1.10360713931576,39,84.044358512982,13.9735429994484,41,0.866785924949854,0.329654537020957,40,2.04550865634589,1.24329257208836,34,0.923955108359133,0.0377101813076457,31,133.561476110497,55.5595561067215,34,0.715676777237211,0.167322488241112,34,0.272700758513932,0.0989839432485848,34,0.150825490564647,0.120080561700025,31,85.193487063097,30.5293665716418,33,1.93323584681942,0.487372524992525,33,2.35795499839263,0.804174863264668,24,41.5416666666667,11.3174707831536,35,22.7177295238095,4.73282051378845,34,33.2579278186274,9.47195488580779,33,5.25961519423978,2.18846236420208
56,42,1.35626102292857,0.334480849369214,39,5.01709401709402,1.38907331209219,43,91.6630456976843,1.88446309845156,45,18.9111111111111,6.6017291888435,43,85.0092719433625,6.24137298340871,43,17.5271317829457,5.0642603716485,47,97.0282754759238,3.64778401340287,46,72.7671918089538,17.1749361082166,47,99.7872340425532,1.02014854444289,46,82.3928078976706,13.5909067538261,46,0.79141833480544,0.252423870392864,46,1.86921560658925,1.10940063574271,35,0.927368421052632,0.0292505312140485,34,128.794270904042,52.9356541220231,34,0.764721687880289,0.104276539833419,36,0.276037732697368,0.090691524449318,34,0.113376989231682,0.0623310007142592,34,81.4502279348435,29.4177928916611,36,1.97061453289981,0.490658897505984,36,2.52961800530412,1.02640632264956,23,43.304347826087,9.53669841196577,38,22.2877254385965,3.82119708082907,37,31.7293003378378,7.02813575942204,38,5.12004121671143,1.89440471861332
57,40,1.36712962963333,0.336585577341717,38,5.17543859649123,1.50820945109755,39,91.8529681129215,1.66710699163909,40,17.975,3.87290058926885,40,84.0583447620377,7.83142215109637,39,17.7606837606838,5.26043864376787,43,96.5988372093023,5.49465396187048,42,72.5886564702354,17.8710537003878,43,99.7674418604651,1.06541316158223,42,81.9621034423666,13.3260288400574,41,0.802898064504972,0.230219125913259,42,1.75662479040487,0.892376851023177,31,0.922877758913413,0.0282677841451263,32,144.110026930373,82.004950634464,30,0.752395923791479,0.0989179030752086,33,0.279847383038278,0.0884440897527833,30,0.122033015531913,0.061428987910892,30,80.1535486103121,25.5296082454283,32,2.05190902522601,0.462334760316376,32,2.58535797576065,1.00234556130033,21,40.7142857142857,9.0118968987825,37,23.1337495495495,3.77252629576795,37,34.4001841216216,8.10686044219561,36,5.41828720102125,1.88667952249325
58,43,1.36024978467829,0.323656911865246,41,4.95934959349593,1.22518733703875,44,91.2220847744539,2.26853325148005,45,17.4,3.35342430143496,44,83.5651064330907,6.67435017709044,44,16.5833333333333,3.77406147958398,43,96.2403100775194,6.33179830244399,42,71.5023670286828,15.8510923478998,43,99.6511627906977,1.28884815556617,42,81.7975494291284,12.3966772142722,44,0.858902737478105,0.339000607947883,42,1.75186554320836,0.882574197021528,36,0.916776315789474,0.0340159583414617,34,136.784239119903,58.3785117486843,34,0.728157918899012,0.10242534855806,36,0.285714209305556,0.0814778975496269,34,0.138609411463733,0.0687228391566532,34,86.1008083163622,35.4067898516229,36,2.02686179642437,0.452670410601141,35,2.37783016155494,0.785500449213011,25,39.64,9.29103510559148,38,24.3999614035088,4.63251434875091,38,35.6518245614035,9.22226457295683,36,5.3299901905312,1.40343105047002
59,39,1.39909781577065,0.328649096797849,37,4.88288288288288,1.19209385302546,45,90.5312228062981,3.81988843278378,44,17.5227272727273,3.40648244110615,44,83.2904175498834,8.00620006767991,44,16.8787878787879,4.96608180786761,41,96.5447154471545,6.42683441065704,41,71.295107687919,16.1071189956216,41,99.8780487804878,0.78086880944303,41,81.9633433176437,12.1485062597788,42,0.796935028250594,0.329795559785355,40,1.66250534980361,0.883258034105824,33,0.917543859649123,0.0317942753117244,32,133.596928229135,59.904337711592,32,0.73168245675,0.105386789356759,32,0.287163633495066,0.0738103693563639,32,0.136156663997259,0.0690725348277392,32,83.5991038090485,35.4392780944275,33,2.05225529885163,0.451243990997284,31,2.3562618351879,0.674827116256894,23,39.4347826086956,10.0037542359971,36,24.9194509259259,4.89864419443926,36,35.2736046296296,9.08134530410854,33,5.27513347577569,1.22858418972408
60,45,1.44835390947037,0.321396398647452,44,4.62310606060606,1.08348070499753,60,90.5869516548745,2.94406305072098,58,18.4224137931034,4.34256949983061,59,84.0954915071556,6.91444999685032,58,17.3994252873563,4.35105907377973,58,96.1566091954023,6.12225348347627,58,72.4105162331115,16.3529023591214,58,99.8275862068966,0.920296120049597,56,84.328660192147,11.2229568783595,58,0.809812849059792,0.338587717748057,56,1.5688472462591,0.82297834110181,48,0.916666666666667,0.0390918239196739,46,124.588896161808,41.9174971339957,47,0.728045031343465,0.102845760290233,47,0.288245721349384,0.0773340575743119,47,0.135608065425105,0.0656439488448769,47,81.1813916488531,27.8271424589208,48,1.99567252417303,0.390824047072764,45,2.32398655793345,0.557001708464381,34,39.0882352941176,8.49729956055139,45,25.538537037037,5.24065975935708,44,36.3319840909091,7.74059620842514,39,5.58744697157741,1.27482243482329
61,52,1.40883190883654,0.304347674283542,52,4.63942307692308,1.08160006565635,69,90.4061461375024,2.9174104825875,66,18.6843434343434,4.34083461074539,67,83.6978396787148,7.27074991251891,66,17.9116161616162,4.48941963174402,67,95.9017412935323,6.72778057265101,67,70.6792790433796,16.197922204703,67,99.5522388059701,2.57189696580437,65,83.1044759334233,11.071053713808,67,0.822834818047889,0.380763323084535,64,1.50720235383581,0.798370109445264,51,0.918968991105214,0.040329986581384,49,118.855545120882,33.3131616346769,50,0.736231296869624,0.10639604238999,50,0.279711861095439,0.085333015928566,50,0.131439172579323,0.0665089667361771,50,77.3258773523151,17.5686714975158,50,2.04198496582043,0.381744895882824,48,2.41113373592076,0.664694230487388,39,41.2820512820513,7.60522229838335,54,25.4603873971193,5.29568587391777,54,36.8582346193416,8.04963622161767,49,6.06139560834087,1.95582428796752
62,55,1.4484848484899,0.302226343066275,55,4.62272727272727,1.06897591293337,73,90.3826831153162,2.87867567500151,70,18.2452380952381,4.38952066283021,72,84.0300239295054,7.15959231963794,71,17.7183098591549,4.86301163703942,69,95.8031400966183,7.10575992734887,69,72.4008390541571,16.5163357126823,69,99.5652173913043,2.53492232662976,67,84.3201754385965,10.8730166981748,69,0.822579602826499,0.380250303558225,65,1.5045124756398,0.733197913548738,55,0.919479380268854,0.0432334386554415,54,120.789315970551,36.4710990560769,53,0.72976512435641,0.109076087655026,53,0.28474353413671,0.0870131939758926,54,0.132993791749768,0.0698030020718171,54,76.9494580479123,17.664206411796,53,2.01934890633215,0.381981574588937,53,2.39486878362603,0.582260211198133,48,39.5625,7.80863202120277,59,25.3105901600753,5.35050039191058,58,35.4459144157088,8.12887836228411,53,6.21878056667897,2.22262293759587
63,59,1.40929064658475,0.33156271817915,60,4.64305555555555,1.04423036682916,77,90.3572446114098,2.87581429059786,74,17.7274774774775,4.3204563083748,76,84.6987512366008,6.68101575214401,75,17.3288888888889,4.60129350312517,71,96.1795774647887,5.64666722689539,72,72.6971073517126,15.0237763676334,71,99.8591549295775,0.833165643758573,70,84.0503490870032,10.3760311758043,72,0.82696639614523,0.397841842132975,68,1.49191469456933,0.714408007411795,56,0.920964240959542,0.0446005862108356,55,123.56535625955,37.2027066353276,54,0.728628202439664,0.10859303908914,54,0.286803371223847,0.0883286022760662,55,0.133005564458442,0.0682668547283192,55,77.9297276321617,18.1645069793334,55,2.08686220202746,0.423256380475459,54,2.46686348799156,0.676566928532564,53,40.377358490566,8.18457944866391,63,25.0845287037037,5.27003584664192,62,34.4766145609319,7.92604820987746,56,6.1749684552656,2.19745396752331
64,58,1.44021392082423,0.341814929325599,59,4.76271186440678,1.16129856543234,78,90.6310577896776,2.73254050728303,74,17.8716216216216,4.60366369366137,76,85.6933642665578,6.65947493625425,75,17.3822222222222,4.76959946736401,71,96.6231158883123,4.30266206560314,72,72.9103139793929,14.9496474422467,73,99.9315068493151,0.585205735980653,72,83.6722448482317,10.7429695562693,70,0.735874042861179,0.28913054986417,70,1.41898698078864,0.676929311567832,57,0.927219364199974,0.0421193381493305,57,125.527604905365,36.1571967620089,56,0.726855368884309,0.101831949899482,57,0.285620303188058,0.0882502416052482,57,0.133084924589808,0.0647643281493219,57,78.0691804942706,18.0821271142737,58,2.24171258621525,0.529479936315844,56,2.61325461574466,0.751555390043083,53,40.4779874213836,6.99526990185788,62,24.6267931451613,4.34438829266455,62,33.5000591845878,7.22263501898889,60,6.41964544250377,2.78061901446708
65,61,1.39746508805055,0.341828305866326,63,4.74074074074074,1.14594805008457,76,90.9434459068984,2.13789095358391,77,17.6060606060606,4.58033467224054,78,85.293309695882,6.50992956811532,78,17.4871794871795,4.58066779875134,75,96.5143274853801,4.42211114887407,77,71.6607264915536,15.1967396049475,76,100,NaN,76,82.6894951193774,10.9638310660793,73,0.769242934733705,0.286288584265883,75,1.51281322272275,0.779569753851111,61,0.925921360778997,0.0427232177730707,61,124.724868377769,34.9061846738163,60,0.720270612798287,0.0940711867540671,62,0.287336112859649,0.0851338784705763,61,0.136476700551152,0.061273943808677,61,77.6551757014974,18.3647161784715,62,2.23624936409272,0.512262218048991,59,2.59125720964612,0.724358713151858,55,40.7060606060606,6.83062003014799,63,24.2186692680776,3.89872283197291,64,33.3905408420139,7.05533161903727,62,6.47842231971443,2.77524184281277
66,54,1.40989368999949,0.350055079056752,56,4.91815476190476,1.16357719414072,63,90.7532574098657,2.396940298703,64,16.5651041666667,3.67394865974052,64,85.3060564413133,6.56666992219856,64,17.078125,4.38028780975592,58,96.0314579552329,4.76333772695172,61,70.3270813646137,14.999628906553,61,100,NaN,62,80.8601139946641,11.3354282428545,57,0.777237610228975,0.29455463969476,59,1.53272122720443,0.805395264785938,49,0.928292670451639,0.0422499218599793,49,123.483596307339,33.8121747210904,48,0.723925787405545,0.090783151856678,50,0.284203969419649,0.0832831485225801,49,0.134595876922638,0.0605695191152906,49,77.1986658369267,19.648916667371,50,2.29495505161385,0.539069059272846,49,2.78985029394456,1.08986867748471,50,40.1766666666667,7.1476499793119,56,24.4173312003968,4.07817889842273,57,33.8078796783626,8.12040500257674,55,6.27766947305893,2.52944452816208
67,47,1.40061071711052,0.394262405572565,48,5.02604166666667,1.23676877410089,54,90.9129895017024,2.50471753244446,55,16.1606060606061,3.34088090518,54,86.1113181706692,5.70406958294696,54,16.5679012345679,4.25811821983942,51,95.6501547987616,5.06644604146746,53,70.2010135401397,15.1162079665159,53,100,NaN,54,80.3166481017358,11.822244694023,50,0.796496025918262,0.291067619094545,52,1.61706143052987,0.848560461485134,42,0.927716612960974,0.045956462476286,43,126.286866658558,38.9371099764276,42,0.717269586103771,0.0849373142261064,43,0.288439079325173,0.0757291396260419,43,0.137242608798071,0.0587687700856795,42,76.6115043930342,20.5573111375618,43,2.31270420159152,0.576942596787394,41,2.78974830443929,0.964683962105922,42,38.7579365079365,6.41477401935934,46,24.9535042270531,4.44408601173205,45,32.6761860493827,6.53427408567928,45,5.92107179611979,1.9354590077522
68,43,1.32375107667377,0.370483882733515,44,5.06628787878788,1.05479395734877,50,90.9638496816578,2.59336033333196,50,15.99,2.81605576436746,51,85.228957750936,6.84699611025679,50,16.31,3.45623922336996,49,95.0304332259219,4.98135537773399,50,66.6464076858814,14.6440140539926,49,100,NaN,51,77.4267777286353,11.6526203296259,47,0.815779886606283,0.294277047287557,50,1.75066162193312,0.915389840843569,40,0.914661654135338,0.047681386532427,40,129.11058504187,36.1198800895124,40,0.71331232230119,0.0771177537948569,40,0.296258410622368,0.0653270691375445,39,0.138723863906111,0.0475805749663066,40,80.3293271803447,20.7762825521486,40,2.24102893023627,0.486375359530882,39,2.78867629285042,1.00037378093171,40,38.7291666666667,6.22004931915845,42,25.2514705026455,4.28028505822492,42,34.9852107142857,7.1895919364677,44,6.61338933986099,2.75752815164994
69,49,1.3271919879144,0.340148348930094,50,4.965,1.07934771811434,56,91.0376249814401,2.30964302084479,56,16.4166666666667,3.21266433372865,56,84.1852680309317,7.52550581045584,57,16.5964912280702,3.66286970185928,56,95.562343358396,4.69485725600036,58,65.9167674934463,17.6066425199051,56,100,NaN,58,77.6663641863279,14.1545698048009,54,0.780739415113133,0.29710069422813,56,1.64892987066668,1.00411746468239,43,0.915275106370578,0.0460909414520137,42,125.133579011076,32.4061105595179,43,0.717341254341085,0.0829284635683017,44,0.286238763441388,0.0732093302227638,41,0.134777887153402,0.0483324436673359,43,79.492618314508,19.7936861866378,43,2.2472042985552,0.511906937171655,42,2.90890935188159,1.21865065546532,44,38.0265151515152,6.38088464598744,44,25.7684983585859,4.02781055604885,44,36.1183669191919,7.0560585478775,49,6.54499794665508,2.41219329736442
70,50,1.31888888888333,0.374150026353179,53,5.10691823899371,1.25919453448036,57,90.1699736969098,3.26200179575155,55,16.4151515151515,3.14970648695784,55,82.5372132171297,7.62591773004622,56,16.6696428571429,3.80529815015119,55,96.0151515151515,4.1687985567378,58,66.3031861262351,17.6732605208962,54,100,NaN,58,77.7697116354104,14.9313563682975,54,0.770667783679022,0.295008481801715,56,1.62417184167706,0.97451816074736,43,0.904634405781897,0.0500683521361472,42,123.814904021485,30.8603765131976,42,0.718536345432674,0.0867929078252363,43,0.29247011843574,0.0786402339634456,42,0.140215048974177,0.0518310328799924,43,79.7860777870676,17.53705843417,43,2.195187389225,0.51339573281047,40,2.82228722236317,1.02153159722581,44,36.6818181818182,7.14132152357841,43,25.6981467700258,3.89998792752304,43,36.1528395348837,7.26842221340016,49,6.46049532062923,2.06264848501179
71,51,1.30610021785294,0.361098821100547,54,5.10493827160494,1.23212429958132,57,90.63262394315,2.86356321256706,58,16.8304597701149,3.75822572547423,56,82.9081931220558,7.70834548847497,57,16.219298245614,3.28644973789335,55,95.96331738437,3.85810711521742,58,66.4589635007058,16.7432414873804,55,99.9681020733652,0.236561355250263,58,78.3202258519863,14.2135388707603,55,0.756547345283757,0.301679161166074,56,1.53886795647851,0.841967114621637,42,0.901928183554124,0.0529458813456847,43,136.962854028859,40.1827062682264,42,0.705875730985962,0.104019332200972,43,0.288893409493268,0.0884257166060416,42,0.151012793101757,0.0642833915439097,41,82.2382799500227,19.7461462763187,42,2.15322493287082,0.51416435978848,41,3.09244527120026,1.34553149575099,47,35.9290780141844,6.82588359207964,45,26.3631327160494,4.35483421241429,45,37.3424330864198,7.83084276107386,52,6.43362963526164,2.10626574272105
72,54,1.25240054868416,0.389521403305043,53,5.00943396226415,1.12679822776278,59,90.3797335043574,3.05232503129749,56,16.0386904761905,2.90905779314665,56,81.954229651169,8.48974709134609,58,16.2701149425287,3.21937173568406,55,96.4233563707248,3.33700433908607,59,66.4518287243533,16.8704462259134,56,99.8793859649123,0.438935275855046,58,78.5549001814882,14.3706836481284,57,0.743344995378054,0.312068295064346,57,1.49089783686363,0.901116985687546,37,0.894795265190002,0.0539518852278936,38,139.429042340921,43.1200353867116,40,0.67542731828714,0.123550989226101,40,0.308505994152632,0.0976833430245445,39,0.165607349579028,0.0747211579592476,39,83.988221306902,23.5719864913851,38,2.18987821100766,0.510897847390981,38,3.21277066687047,1.37627611852935,43,35.5426356589147,6.76583905166903,44,26.8572398989899,4.10462040094508,45,38.6234840740741,7.97566406430572,55,6.91181911205185,2.90160788621206
73,55,1.28409090907475,0.36821794353095,54,5.0570987654321,1.06421495879871,59,90.2394877526591,3.29707320034745,58,16.3132183908046,3.59134187161263,57,80.8903647964403,9.18858160073538,60,16.8944444444444,5.65601913158218,55,95.7181629895446,3.71336628523673,58,65.5800505320095,16.6766797542027,56,99.8793859649123,0.438935275855046,57,78.0193340032227,14.4646450077934,57,0.730853495805829,0.294848044499209,56,1.46617580207047,0.87321464671203,35,0.8887522377372,0.0530126650471137,35,141.684239416236,40.1159429781395,37,0.664264655234692,0.122893154219714,36,0.320421691592592,0.0925834997648832,36,0.173416704201946,0.074616752705033,36,84.9642476432413,23.6257682547613,35,2.19839029892671,0.516365080745481,35,3.20673591165873,1.3620546834032,43,33.8759689922481,7.83384775609549,43,26.2668775516796,3.87161644900008,43,37.9814946705426,7.97435019097973,54,6.97304082106796,3.15214340098645
74,53,1.26930468202096,0.373296551157709,51,4.8578431372549,1.0149294060901,56,90.1224283533012,3.15681162630876,56,16.6160714285714,4.43162642497794,54,81.6100290083845,8.48132615851406,57,16.7017543859649,5.70633322989992,53,95.0140328875123,4.48319826393227,55,67.3483545464969,16.7384078724506,54,99.8308270676692,0.541393828539478,53,80.6657546335317,13.7808715147834,53,0.719057944684449,0.29430145634579,53,1.33627213140836,0.768558083648349,33,0.887778157515,0.055447298351871,33,136.728672446888,40.9276650854288,35,0.674680721776137,0.123031974500908,35,0.30287007897995,0.0999876072705633,34,0.168583753053129,0.0724813282695687,34,83.6641707474714,23.6220979997277,34,2.40134221820166,0.614984060228188,34,3.62052620132735,1.5918958171495,38,33.1052631578947,7.64758897928906,40,26.8998336458333,3.9368650287696,39,37.7247129273504,7.74220505641344,51,7.09132048356755,3.33630635417252
75,42,1.2509920634709,0.416688667125453,39,4.98931623931624,0.989746313851169,42,90.0378476408237,3.4045833615145,41,16.0934959349593,3.90317690771245,42,80.9125849402878,8.70440238419523,42,16.0912698412698,3.72736209114061,39,94.420779736021,4.63229762467456,41,65.9005526329773,15.3126424783724,40,99.7716165413534,0.620045025665364,40,80.0765693338739,12.1119476901628,40,0.731059677964885,0.293360497466762,40,1.35248327391421,0.706998113229933,25,0.877368421052632,0.0558990109639401,26,144.328118503217,50.5503457802623,27,0.655791563778079,0.124220394467591,27,0.314733539302794,0.100343564917533,26,0.180408624827863,0.0719577319529653,26,83.675198104585,25.8550018486549,26,2.40799396424949,0.638966455777202,26,3.68708144371378,1.53729509480719,28,32.0952380952381,7.89207402724398,30,27.0319896759259,4.47117967616062,31,39.1795365143369,9.75905344851519,40,7.31373206921134,3.66405798969287
